,startup_id,Startup Name,Founding Date,City,Industry/Vertical,Sub-Vertical,Founders,Investors,Amount(in USD),Investment Stage,_source_file,_source_year,_source_month,_country,_continent
1169,S0922,MoEVing,2021,Gurugram,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,"Vikash Mishra, Mragank Jain","Anshuman Maheshwary, Dr Srihari Raju Kalidindi",$5000000,,,dec_2021.csv,2021,12.0,India,Asia
1170,S1130,Pristyn Care,2018,Gurugram,Hospital & Health Care,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,"Harsimarbir (Harsh) Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",96000000.0,Series E,dec_2021.csv,2021,12.0,India,Asia
1171,S1104,Plix,2018,Mumbai,"Health, Wellness & Fitness",Plant-based nutraceutical firm,"Rishubh Satiya, Akash Zaveri","Guild Capital, RPSG Capital Ventures",5000000.0,Series A,dec_2021.csv,2021,12.0,India,Asia
1172,S1494,Uni Cards,2020,Bangalore,Financial Services,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.","Nitin Gupta, Prateek Jindal, Laxmikant Vyas","General Catalyst, Eight Roads Ventures, Elevation Capital",70000000.0,Series A,dec_2021.csv,2021,12.0,India,Asia
1173,S1120,Practically,2018,Hyderabad,E-learning,An experiential learning app for grades 6th to 12th.,"Subbarao Siddabattula, Charu Noheria, Ilangovel Thulasimani","NB Ventures, Earlsfield Capital",5000000.0,,dec_2021.csv,2021,12.0,,Asia
1174,S0972,Nestasia,2018,Kolkata,Retail,"Artisanal, Handmade, bio conscious crafts from South East Asia.","Aditi Murarka Agrawal, Anurag Agrawal","Varun Alagh, Sahil Barua",4000000.0,Series A,dec_2021.csv,2021,12.0,India,Asia
1175,S1526,Vedic Cosmeceuticals,2002,Noida,Cosmetics,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,Mohit Goel,Sixth Sense Ventures,32000000.0,Series A,dec_2021.csv,2021,12.0,India,Asia
1176,S0746,Juspay,2012,Bangalore,FinTech,Enable frictionless payments for the billion Indians.,"Vimal Kumar, Ramanathan RV",SoftBank Vision Fund 2,60000000.0,Series C,dec_2021.csv,2021,12.0,India,Asia
1177,S1456,TranZact,2017,Mumbai,Information Technology & Services,A mission to digitize millions of Indian SMEs so they can grow better.,"Ritesh Kumar, Sharad Sen Sharma, Rohan Sen Sharma","Tribe Capital, Prime Venture Partners",7000000.0,Series A,dec_2021.csv,2021,12.0,India,Asia
1178,S0098,Atomberg,2012,Mumbai,Consumer Electronics,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,"Manoj, Sibabrata Das",Jungle Ventures,20000000.0,,dec_2021.csv,2021,12.0,India,Asia
1179,S1018,Ola,2010,Bangalore,Mobility,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",Bhavish Aggarwal,Marquee international institutional investors,500000000.0,,dec_2021.csv,2021,12.0,India,Asia
1180,S0929,Mohalla Tech,2015,Bangalore,Social media,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.","Ankush Sachdeva, Bhanu Pratap Singh",Alkeon Capital,266000000.0,Series G,dec_2021.csv,2021,12.0,India,Asia
1181,S1346,Stack,2020,Bangalore,Financial Services,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,"Smriti Tomar, Tushar Vyas","Y Combinator, Harvard Management",4500000.0,Seed,dec_2021.csv,2021,12.0,India,Asia
1182,S1143,PropReturns,2020,Mumbai,Real Estate,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,"Jayant Panwar, Kenish Shah","Y Combinator, Goodwater Capital",1200000.0,,dec_2021.csv,2021,12.0,India,Asia
1183,S1571,WeSkill,2020,Gurugram,E-learning,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,"Shaurya Joshi, Shashank Patidar, Praneet Agarwal","Shrishti Sahu, Umang Vohra",4000000.0,Pre-seed,dec_2021.csv,2021,12.0,India,Asia
1184,S0511,Fitpage,2020,Mumbai,"Health, Wellness & Fitness","An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",Vikas Singh,"Astra Ventures, Gaurav Jaitly",300000.0,,dec_2021.csv,2021,12.0,India,Asia
1185,S1277,ShopMyLooks,2021,Noida,Digital platform,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,Rohit Jaiswal,"Capital A, Collective Artists Network",200000.0,,dec_2021.csv,2021,12.0,India,Asia
1186,S0217,ByteLearn,2021,Noida,E-learning,AI powered teaching assistant for 100 Mn teachers across the world,,"Aditya Singhal, Nishant Sinha",9500000.0,Seed,dec_2021.csv,2021,12.0,India,Asia
1187,S0377,Dista,2017,Pune,Computer Software,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,"Nishant Kumar, Shishir Gokhale, Deepak Garg",Pentathlon Ventures,1200000.0,Seed,dec_2021.csv,2021,12.0,India,Asia
1188,S1014,OfBusiness,2015,Gurugram,Financial Services,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.","Ruchi Kalra, Asish Mohapatra","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",325000000.0,,dec_2021.csv,2021,12.0,India,Asia
1189,S0174,Bizongo,2015,Mumbai,B2B E-commerce,izongo is India’s largest B2B platform for made-to-order products.,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global,100000000.0,Series D,dec_2021.csv,2021,12.0,India,Asia
1190,S0473,FRND,2019,Bangalore,Online Media,FRND is an audio dating app for Bharat,"Bhanu Pratap Singh Tanwar, Hardik Bansal, Harshvardhan Chhangani",KRAFTON,6500000.0,Series A,dec_2021.csv,2021,12.0,India,Asia
1191,S0905,Metadome,2017,Bangalore,Computer Software,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.","Kanav Singla, Prashant Sinha, Shorya Mahajan","Chiratae Ventures, Lenskart Vision Fund",4000000.0,Pre-series A,dec_2021.csv,2021,12.0,India,Asia
1192,S0762,Keka HR,2014,Hyderabad,Information Technology & Services,Keka is a simple and intuitive HR software unlike the traditional HR systems.,Vijay Yalamanchili,Recur Club,1600000.0,,dec_2021.csv,2021,12.0,,Asia
1193,S0529,Flo Mobility,2019,Bangalore,Industrial Automation,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.","Manesh Jain, Mohan Kumar","DevX Venture Fund, Blume Founder Fund",400000.0,,dec_2021.csv,2021,12.0,India,Asia
1194,S1612,Yodacart,2019,Thane,E-commerce,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,Vikas Sharma,Ajith Daneil,225000.0,Pre-seed,dec_2021.csv,2021,12.0,India,Asia
1195,S1438,TheHouseMonk,2019,Bangalore,Real Estate,A complete property management software platform for team&customers.,"Ajay Kumar, Balaji Varadharajan",Aurum Proptech,5000000.0,,dec_2021.csv,2021,12.0,India,Asia
1196,S1626,Zepto,2021,Bangalore,E-commerce,"Ability to consistently deliver 2,500+ products in 10 minutes flat.","Aadit Palicha, Kaivalya Vohra",Y-Combinator,100000000.0,,dec_2021.csv,2021,12.0,India,Asia
1197,S1291,Sirona Hygiene,2015,New Delhi,"Health, Wellness & Fitness","An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",Deep Bajaj,The Good Glamm Group,10000000.0,,dec_2021.csv,2021,12.0,India,Asia
1198,S0742,Jumbotail,2015,Bangalore,B2B E-commerce,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores","S Karthik Venkateswaran, Ashish Jhina",Invus,85000000.0,Series C,dec_2021.csv,2021,12.0,India,Asia
1199,S0232,Captain Fresh,2019,Bangalore,Logistics & Supply Chain,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,Utham Gowda,"Tiger Global, Prosus Ventures",40000000.0,Series B,dec_2021.csv,2021,12.0,India,Asia
1200,S0359,Deciwood,2018,New Delhi,Consumer Electronics,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",Ananya Meena,"Shuru Up, Ankit Kedia, Arun Gupta",200000.0,,dec_2021.csv,2021,12.0,India,Asia
1201,S0782,Kohbee,2019,Bangalore,E-learning,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.","Rohan Sinha, Shashwat Aditya","Ankit Mehrotra, Saurabh Aggarwal",235000.0,Pre-seed,dec_2021.csv,2021,12.0,India,Asia
1202,S1077,Perfora,2021,Gurugram,Consumer Goods,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.","Tushar Khurana, Jatan Bawa",Sauce.vc,260000.0,Pre-seed,dec_2021.csv,2021,12.0,India,Asia
1203,S1491,Unbox Robotics,2019,Pune,Logistics & Supply Chain,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,"Pramod Ghadge, Shahid Memon, Rohit Pitale","3one4 Capital, Sixth Sense Ventures",7000000.0,Series A,dec_2021.csv,2021,12.0,India,Asia
1204,S0985,Ninety One,2015,Ahmedabad,Consumer Goods,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.","Sachin Chopra, Vishal Chopra",A91 Partners,30000000.0,Series A,dec_2021.csv,2021,12.0,India,Asia
1205,S0595,Gobillion,2020,New Delhi,Social commerce,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,"Roshan Farhan, Kulapradip Bharali","YCombinator, Justin Mateen, Pioneer Fund",2900000.0,Seed,dec_2021.csv,2021,12.0,India,Asia
1206,S1173,RIPPLR,2019,Bangalore,Logistics & Supply Chain,India’s first Plug-n-Play distribution ecosystem for brands,"Abhishek Nehru, Santosh Dabke","Sojitz Corporation, Stride Ventures",12000000.0,Pre-series B,dec_2021.csv,2021,12.0,India,Asia
1207,S1226,SK Finance,1994,Jaipur,Financial Services,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,Rajendra Setia,"IIFL Wealth, TPG Growth, Norwest Venture Partners",53000000.0,Series F,dec_2021.csv,2021,12.0,India,Asia
1208,S0422,Eggoz,2017,Gurugram,Food & Beverages,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,"Abhishek Negi, Uttam Kumar, Aditya Singh, Pankaj Pandey","Nabventures, Avaana Capital",3500000.0,Series A,dec_2021.csv,2021,12.0,India,Asia
1209,S0479,Fabriclore,2016,Jaipur,Apparel & Fashion,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.","Vijay Sharma, Anupam Arya, Sandeep Sharma","Fluid Ventures, Mulberry Silks",700000.0,Pre-series A,dec_2021.csv,2021,12.0,India,Asia
1210,S1527,Veefin,2010,Mumbai,Information Technology & Services,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.","Gautam Udani, Raja Debnath",Rajesh Rajendran,3000000.0,,dec_2021.csv,2021,12.0,India,Asia
1211,S1534,Verandah,2011,Mumbai,Apparel & Fashion,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,Anjali Patel Mehta,"Mike Novogratz, Neeraj Arora",1000000.0,Seed,dec_2021.csv,2021,12.0,India,Asia
1212,S0756,Karkinos Healthcare,2020,Mumbai,Hospital & Health Care,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.","R Venkataramanan, Ravi Kant",Reliance Digital Health,,,dec_2021.csv,2021,12.0,India,Asia
1213,S1006,OWO Technologies,2020,Gurugram,Food & Beverages,An e-commerce startup offering online beverages and packaged drinking water,"Ajay Changani, Hardev Sahu",,3000000.0,Seed,dec_2021.csv,2021,12.0,India,Asia
1214,S0446,EsportsXO,2020,Bangalore,Mobile Games,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,"Utsav Umang, Rohit Raj, Vikas Goel",We Founder Circle,1100000.0,Seed,dec_2021.csv,2021,12.0,India,Asia
1215,S1427,The Gourmet Jar,2012,Noida,Food & Beverages,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",Apeksha Jain,DevX Venture Fund,150000.0,,dec_2021.csv,2021,12.0,India,Asia
1216,S1642,Zorgers,2013,Mohali,Hospital & Health Care,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,"Varun Gupta, Anil Kumar, Abhinav Gupta",Ritu Marya Family Office.,,,dec_2021.csv,2021,12.0,India,Asia
1217,S0133,BangDB,2015,Bangalore,Computer Software,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,Sachin Sinha,Ten Innovate,,,dec_2021.csv,2021,12.0,India,Asia
1218,S0968,Neobank Jupiter,2019,Mumbai,Banking,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,Jitendra Gupta,"Tiger Global, Sequoia Capital",86000000.0,Series C,dec_2021.csv,2021,12.0,India,Asia
1219,S1296,Skippi Ice Pops,2021,Hyderabad,Food Production,India's First Icepops Brand,Ravi Kabra,Shark Tank India,130000.0,,dec_2021.csv,2021,12.0,,Asia
1220,S0584,Glii,2020,Noida,Dating,India’s finest dating companionship application,Shivam Kaushik,We Founder Circle,10000.0,Seed,dec_2021.csv,2021,12.0,India,Asia
1221,S0585,GlobalBees,2021,New Delhi,E-commerce,Globalbees partners with entrepreneurs who have built an online-first business.,"Nitin Agarwal, Supam Maheshwari","Premji Invest, Steadview Capital",111000000.0,Series B,dec_2021.csv,2021,12.0,India,Asia
1222,S0870,Mamaearth,2016,Gurugram,"Health, Wellness & Fitness",Baby and mother care brand,"Ghazal, Varun Alagh",Sequoia,37000000.0,,dec_2021.csv,2021,12.0,India,Asia
1223,S1261,SecureNow,2011,Gurugram,Insurance,SecureNow is an award winning tech-enabled insurance intermediary.,"Kapil Mehta, Abhishek Bondia",Apis Insurtech Fund I,6000000.0,Series B,dec_2021.csv,2021,12.0,India,Asia
